,idno,author.name,title,year,supergenre,genre,subgenre.cligs.important,author.country,author.viaf,author.bne,author.gender,title.main,title.viaf,title.bne,author.name.full,subtitle,availability,subgenre.cligs,genre.analyzed,genre.analyzed.cert,date.file,digital.source,digital.source.format,genre.subtitle,narrator,protagonist.gender,setting.type,form,publication,digital.source.idno,author.continent,authorText.group,authorText.subgroup,protagonist.name,protagonist.age,protagonist.socLevel,protagonist.profession,representation,setting.continent,setting.country,setting.settlement,setting.territory,text.movement,time.period,time.span,authorText.relation,end,time.year,keywords.cert,author.movement,author.submovement,author.date.birth,author.date.death,litHist.literaryQuality,litHist.brow,litHist.audience,author.litHist.pages,author.nonNovelGenre,litHist.pages,author.year.change,setting.settlement.represented.exist,setting.represented,MdLE,CoNSSA,CoNSSA.canon,HdLE,subgenre.lithist.MdLE,subgenre.lithist.HdLE,subgenre.edit.epublibre,subgenre.edit.amazon,subgenre.edit.wikidata,subgenre.edit.esdbpedia,subgenre.subtitle.bne,subgenre.subtitle.first.edition,subgenre.cluster,am.tokens,am.chars,am.divs,am.verses,am.sps,am.paragraphs,am.pds,am.numerals,am.puncts,am.blocks,am.chapters,am.shortStories,am.parts,am.sections,am.divisions,am.lg.poems,am.lg.stanzas,am.saids,am.narrative.ps,am.punctual.ss,len.abstract,am.fts,len.chapters.mean,len.chapters.std,len.chapters.median,len.chapters.iqr,am.conjunctions,am.determiners,am.nouns,am.verbs,am.adverbs,am.adjectives,am.adpositions,am.punctuations,am.pronouns,am.dates,am.numbers,am.interjections,am.ne.persons,am.ne.organizations,am.ne.locations,am.ne.others,am.ss,len.ss.mean,len.ss.std,len.ss.median,len.ss.iqr,am.ss.active.verbs.mean,am.ss.active.verbs.std,am.ss.active.verbs.median,am.ss.active.verbs.iqr,am.ws,am.ws.num.mean,am.ws.num.std,am.ws.num.median,am.ws.num.iqr,am.wnlex.noun.plants,am.wnlex.verb.communications,am.wnlex.noun.foods,am.wnlex.verb.possessions,am.wnlex.verb.cognitions,am.wnlex.noun.communications,am.wnlex.noun.states,am.wnlex.verb.statives,am.wnlex.noun.cognitions,am.wnlex.noun.times,am.wnlex.verb.bodys,am.wnlex.noun.persons,am.wnlex.adj.alls,am.wnlex.noun.quantitys,am.wnlex.noun.phenomenons,am.wnlex.verb.creations,am.wnlex.adj.perts,am.wnlex.adv.alls,am.wnlex.noun.processs,am.wnlex.noun.artifacts,am.wnlex.verb.perceptions,am.wnlex.noun.feelings,am.wnlex.verb.weathers,am.wnlex.noun.substances,am.wnlex.noun.shapes,am.wnlex.verb.competitions,am.wnlex.verb.motions,am.wnlex.noun.animals,am.wnlex.noun.acts,am.wnlex.noun.bodys,am.wnlex.noun.objects,am.wnlex.noun.motives,am.wnlex.verb.socials,am.wnlex.noun.groups,am.wnlex.verb.consumptions,am.wnlex.noun.possessions,am.wnlex.noun.Topss,am.wnlex.noun.relations,am.wnlex.noun.attributes,am.wnlex.verb.emotions,am.wnlex.noun.locations,am.wnlex.noun.events,am.wnlex.verb.contacts,am.wnlex.xxxs,am.wnlex.verb.changes,decade
ne0324,ne0324,Galdos,Fortunata4,1887,narrative,novela,realist,Spain,71395987 ,XX1014802,male,Fortunata y Jacinta,214026904,XX2127911,Benito Pérez Galdós,dos historias de casadas,free,"historical,naturalist,sentimental,social,realist",novela,,2015-02-10,#bvmc,html,historia,heterodiegetic,male,big-city,prose,book,,Europe,período de interiorización de la realidad,Fortunata y Jacinta,Juan Santa Cruz Arnaiz (Juanito),young,high,business owner,realistic,Europe,Spain,Madrid,Castilla,naturalista,contemporary,730,none,negative,,medium,realism,realista,1843,1920,high,high,,181,theatre,9.0,1889,True,Madrid,True,True,True,True,novela naturalista,novela naturalista,"Drama, Realista"," Ficción clásica; Ficción clásica, Ficción contemporánea; Ficción clásica",,Novela,historia,historia,,99420,556910,57,0,0,1590,986,20,26036,1647,50,0,6,0,0,0,0,1237,604,6815,1916,0,11378.96,1802.42,11581.50,2809.00,8437,13732,18778,21333,6623,4239,12588,21950,13982,55,334,343,1910,287,430,155,4667,123.39,97.79,99.00,115.00,2.52,2.13,2.00,2.00,122394,,,,,58,2137,195,635,1511,1134,600,5538,1198,670,1160,2662,3056,70,153,841,126,2253,40,1840,957,467,50,197,45,153,1768,228,1270,648,194,80,1173,477,341,151,329,23,887,673,314,442,869,83712,1068,1880
ne0325,ne0325,Clarin,Regenta1,1885,narrative,novela,realist,Spain,17218138,XX922976,male,La Regenta,183080784,XX3383561,"Alas, Leopoldo",,free,"naturalist,sentimental,realist",novela,,2015-08-13,#bvmc,html,,heterodiegetic,female,small-city,prose,book,,Europe,La Regenta,,Ana Ozores,adult,high,housewife,realistic,Europe,Spain,Vetusta,Asturias,naturalista,contemporary,3,none,negative,,medium,realism,naturalista,1852,1901,high,high,elite,66,short-stories,16.0,0,True,Oviedo,True,True,True,True,novela naturalista,novela caciquil,Drama,"Ficción clásica, Ficción contemporánea; Ficción clásica",novela naturalista,Novela realista,,,,145669,843188,18,49,0,3141,1568,15,30703,3208,15,0,0,1,0,17,0,1869,1573,8141,2169,1,55939.53,16752.83,53276.00,24434.00,9731,22811,32190,25733,8111,8068,20487,27443,13404,44,512,285,3183,1257,1085,307,6065,138.87,126.91,105.00,126.00,2.48,2.42,2.00,2.00,168821,,,,,181,2864,314,977,1941,1884,879,6747,1699,896,1110,4229,5660,142,318,1146,285,2816,80,3132,1356,617,114,388,69,204,1888,283,1932,1223,566,91,1502,920,411,211,302,57,1710,978,676,667,999,113221,1136,1880
ne0326,ne0326,Clarin,Regenta2,1885,narrative,novela,realist,Spain,17218138,XX922976,male,La Regenta,183080784,XX3383561,"Alas, Leopoldo",,free,"naturalist,sentimental,realist",novela,,2015-08-13,#bvmc,html,,heterodiegetic,female,small-city,prose,book,,Europe,La Regenta,,Ana Ozores,adult,high,housewife,realistic,Europe,Spain,Vetusta,Asturias,naturalista,contemporary,820,none,partial negative,,medium,realism,naturalista,1852,1901,high,high,elite,66,short-stories,16.0,0,True,Oviedo,True,True,True,True,novela naturalista,novela caciquil,Drama,"Ficción clásica, Ficción contemporánea; Ficción clásica",novela naturalista,Novela realista,,,,162622,936016,17,81,0,3373,1611,6,38778,3471,15,0,0,1,0,27,0,1826,1762,8549,2169,1,63914.40,17960.10,62061.00,30908.00,11382,25353,36517,30114,9321,9288,23917,32915,15920,103,478,381,4285,1363,1012,324,5944,162.59,158.47,118.00,161.00,2.89,2.89,2.00,3.00,195689,,,,,239,3225,292,1106,2222,2067,1328,7384,2201,1088,1242,3661,6611,174,508,1374,266,3254,82,3523,1530,1121,128,452,96,299,2560,336,2174,1313,797,77,1761,1013,448,142,420,41,1770,1146,681,981,1248,131790,1518,1880
ne0327,ne0327,BlascoIbanez,AranaNegra1,1892,narrative,novela,bildungsroman,Spain,73848096,XX1028057,male,La araña negra,,bimo0001651050,Vicente Blasco Ibáñez,,free,"naturalist,realist,spiritual,bildungsroman",novela,,2016-06-16,#epublibre,epub,,heterodiegetic,female,big-city,prose,book,18722,Europe,primeras novelas,La araña negra,María Quirós de Baselga,young,medium,lord,realistic,Europe,Spain,Madrid,Castilla,social-realista,contemporary,10950,none,negative,182?,low,modernism,2-modernista,1867,1928,,,,23,short-stories,0.2,1909,True,Madrid,True,True,False,True,,novela satírica,"Histórico, Realista",,,,,,,252371,1479454,87,4,0,6246,2355,66,31490,6330,73,0,5,6,0,1,0,2778,3891,10724,1263,6,20881.67,9859.23,17647.00,14169.00,17802,42465,55283,46256,13034,16246,38521,31306,24055,66,687,370,4421,915,1273,256,8299,181.35,133.84,154.00,160.00,2.82,2.09,2.00,3.00,286091,,,,,225,4677,135,1758,3586,4012,2095,11238,3797,1894,1758,10272,11648,208,516,2545,429,5161,79,4069,1918,1758,112,282,87,579,3320,280,3810,1683,495,98,3293,2207,272,261,788,44,3012,1860,1026,1367,1665,183558,2211,1890
ne0328,ne0328,BlascoIbanez,AranaNegra2,1892,narrative,novela,bildungsroman,Spain,73848096,XX1028057,male,La araña negra,,bimo0001651050,Vicente Blasco Ibáñez,,free,"naturalist,realist,spiritual,bildungsroman",novela,,2016-06-16,#epublibre,epub,,heterodiegetic,female,big-city,prose,book,18722,Europe,primeras novelas,La araña negra,María Quirós de Baselga,young,medium,lord,realistic,Europe,Spain,Madrid,Castilla,social-realista,contemporary,10950,none,negative,182?,low,modernism,2-modernista,1867,1928,,,,23,short-stories,0.2,1909,True,Madrid,True,True,False,True,,novela satírica,"Histórico, Realista",,,,,,,254444,1497326,106,0,0,5714,1332,48,32557,5819,73,0,8,3,0,0,0,1602,4382,9396,1263,3,20213.00,9654.60,19066.00,10434.00,16422,42343,54076,43677,11553,15831,38817,31158,22400,84,744,327,3989,982,1412,204,7708,189.71,138.79,165.00,165.25,2.79,2.01,2.00,3.00,277432,,,,,123,3820,263,1675,3164,3712,2287,10571,3304,2056,1562,8479,11399,234,396,2170,472,4502,122,4940,2008,1552,128,353,92,527,3483,272,3592,1733,529,92,3136,2355,283,339,807,76,3148,1811,1134,1348,1665,179422,2293,1890
ne0329,ne0329,Valdes,NovelaNovelista,1921,narrative,?,bildungsroman,Spain,61554068,XX1035048,male,La novela de un novelista,XX2118272,XX2118272,Armando Palacio Valdés,Escenas de la infancia y adolescencia,free,"memoir,bildungsroman",novela,,2016-09-15,#epublibre,epub,novela,autodiegetic,male,small-city,prose,book,14400,Europe,otros escritos,,Armando Palacio Valdés,young,medium,artist,realistic,Europe,Spain,Avilés,Asturias,modernista,contemporary,19710,high,negative,1853,low,realism,naturalista,1853,1938,medium,,,34,short-stories,0.2,1899,True,Avilés,True,True,False,False,,,Memorias,,,,novela,novela,,94927,550687,44,54,0,1699,401,5,12263,1794,38,0,0,3,0,23,0,448,1298,5002,434,3,14544.82,3746.09,14409.50,5164.25,6949,15158,19857,17086,5386,5534,13695,12012,9583,50,463,134,1141,351,602,139,4430,124.40,79.72,110.00,88.00,2.16,1.54,2.00,2.00,105907,,,,,113,1514,279,955,882,1252,535,3778,1020,1014,621,2611,3792,104,159,914,194,1959,31,1812,736,423,68,214,80,184,1594,318,1299,828,467,31,1049,635,244,104,292,25,945,447,636,529,892,69361,966,1920
ne0330,ne0330,Carranque,Cinematografo,1936,narrative,novela,realist,Spain,49351066,XX870038,male,Cinematógrafo,,bdh0000201956,Andres Carranque de Ríos,Novela,free,"philosophical,realist",novela,,2017-01-31,#bne,pdf,novela,heterodiegetic,male,big-city,prose,book,bdh0000201956,Europe,,,Alvaro Giménez,adult,low,journalist,realistic,Europe,Spain,Madrid,Castilla,vanguardista,contemporary,365,medium,negative,192?,medium,avantgarde,social-realista,1902,1936,high,high,,5,short-stories,1.0,0,True,Madrid,True,True,True,True,,,,,,,novela,novela,,84142,483420,153,51,0,2096,985,134,13990,2301,22,0,6,125,0,3,12,1332,1111,6402,2179,3,22409.00,8263.89,22465.50,5350.25,4777,13844,18313,17389,4367,2998,12054,13157,7383,80,582,47,2392,177,481,86,5068,95.15,66.84,79.00,68.00,1.95,1.52,2.00,1.00,94991,,,,,93,1841,321,791,1115,1741,322,3937,718,609,681,2281,2378,142,148,854,82,1785,49,2757,826,197,71,214,62,141,1888,179,1034,498,240,24,1113,478,439,249,145,22,710,292,490,378,759,60879,1018,1930
ne0331,ne0331,FAyala,HombreEspiritu,1925,narrative,novela,philosophical,Spain,110572828,XX821880,male,Tragicomedia de un hombre sin espíritu,,XX2335289,Francisco Ayala,,restricted,"social,philosophical",novela,,2017-09-06,#abbyy,html,,heterodiegetic,male,big-city,prose,book,,Europe,primeras novelas,,Miguel Catillejo,adult,medium,?,realistic,Europe,Spain,unknown,unknown,social-realista,contemporary,365,none,negative,19??,low,postwar,vanguardista,1906,2009,,,,24,short-stories,0.2,0,True,unknown,True,True,False,True,,,,,,,,,,58750,346299,15,4,0,1974,956,12,14409,1998,11,0,0,2,0,2,0,1071,1018,3854,731,2,31857.18,13200.47,33044.00,16762.00,4297,9100,11823,11494,3308,3721,7661,12846,6211,8,144,166,684,63,136,54,2421,144.47,122.04,113.00,131.00,2.58,2.20,2.00,2.00,70779,,,,,62,1002,36,489,817,742,542,2765,840,451,508,1604,2740,32,161,556,66,1205,24,1360,580,323,44,131,54,117,969,105,788,636,182,31,641,314,72,110,200,12,738,421,258,281,548,46614,608,1920
ne0332,ne0332,Chacel,Estacion,1930,narrative,novela,philosophical,Spain,111966111,XX847362,female,Estación,,bimo0000754440,Rosa Chacel,Ida y vuelta. Novela,restricted,"autobiographical,sentimental,philosophical",novela,,2017-12-15,#abbyy,html,novela,autodiegetic,male,big-city,prose,book,,Europe,,,?,young,medium,artist,realistic,Europe,mixed,mixed,mixed,,contemporary,730,high,positive,19??,high,postwar,vanguardista,1898,1994,high,high,elite,13,poetry,1.0,0,True,Europe,True,True,True,True,,,,,,,novela,novela,"mono-diálogo,bucólica",33573,195694,10,2,0,251,3,36,5807,261,3,0,0,1,0,1,0,3,248,1917,1261,1,56206.33,7702.58,56568.00,9428.50,2099,4672,5023,6143,1814,1637,4233,4633,3838,13,91,15,44,35,44,11,1691,101.45,71.66,82.00,79.00,1.77,1.44,1.00,1.00,34211,,,,,25,269,25,214,503,350,295,1732,486,296,270,290,1117,20,105,282,45,672,5,637,298,133,14,48,37,44,502,45,400,150,80,13,420,90,98,28,96,9,397,104,118,169,182,22769,329,1930
ne0333,ne0333,FAyala,Cazador,1930,narrative,novela,autobiographical,Spain,110572828,XX821880,male,Cazador en el alba,,,Francisco Ayala,,restricted,"social,autobiographical",novela,,2017-08-25,#abbyy,html,,heterodiegetic,male,small-city,prose,book,,Europe,novelas vanguardistas,novelas autobiográficas,Antonio Arenas,adult,medium,military personnel,neutral,Europe,Spain,unknown,unknown,vanguardista,contemporary,60,high,partial positive,18??,high,postwar,vanguardista,1906,2009,medium,high,elite,24,short-stories,1.0,0,True,unknown,True,True,True,True,,,,,,,,,bucólica,8898,54754,9,0,0,262,28,11,1892,274,7,0,0,0,0,0,0,31,234,536,1086,0,7471.29,2904.85,7263.00,4478.00,381,1609,2273,1246,237,783,1327,1667,444,10,24,1,86,15,34,8,432,120.86,96.19,99.50,90.50,1.50,1.27,1.00,1.00,10002,,,,,24,73,37,32,68,134,45,227,89,60,51,193,534,10,34,44,25,103,5,327,75,24,13,57,17,15,129,77,99,225,75,1,73,59,16,12,35,6,116,19,75,43,148,6378,100,1930
ne0334,ne0334,FAyala,Erika,1930,narrative,novela,autobiographical,Spain,110572828,XX821880,male,Erika ante el invierno,,,Francisco Ayala,,restricted,"philosophical,autobiographical",novela,,2017-09-07,#abbyy,html,,heterodiegetic,female,small-city,prose,book,,Europe,novelas vanguardistas,novelas autobiográficas,Erika Schmidt,young,medium,student,realistic,Europe,Germany,Selva Negra,Baden-Würtenberg,vanguardista,contemporary,365,high,negative,193?,high,postwar,vanguardista,1906,2009,,,,24,short-stories,0.5,0,True,Selva Negra,True,True,False,False,,,,,,,,,bucólica,3787,22455,6,3,0,78,5,1,773,88,5,0,0,0,0,1,0,7,73,226,1234,0,4569.40,900.46,4485.00,241.00,219,665,943,601,209,322,580,737,232,6,18,0,41,6,13,24,203,112.98,86.05,92.00,86.50,1.52,1.33,1.00,1.00,4532,,,,,14,31,20,15,41,42,12,156,26,59,28,74,255,8,9,16,13,93,1,142,14,7,5,30,5,8,61,30,36,88,24,0,29,21,3,2,9,2,54,12,25,13,59,2880,60,1930
ne0335,ne0335,FAyala,Amanecer,1916,narrative,novela,philosophical,Spain,110572828,XX821880,male,Historia de un amanecer,,XX2335241,Francisco Ayala,,restricted,"social,philosophical",novela,,2017-09-07,#abbyy,html,,heterodiegetic,male,small-city,prose,book,,Europe,primeras novelas,,Abelardo,young,low,worker,realistic,Europe,Spain,unknown,unknown,social-realista,contemporary,365,none,partial negative,19??,high,postwar,vanguardista,1906,2009,,,,24,short-stories,0.2,0,True,unknown,True,True,False,True,,,,,,,,,,32162,191957,31,0,0,1188,595,1,8565,1220,30,0,0,0,0,0,0,724,593,2180,384,0,6603.00,3585.87,6191.50,3891.75,2310,5075,6717,6444,1746,2086,4422,7304,3416,6,54,88,517,79,91,17,1167,169.49,132.06,133.00,144.50,3.03,2.50,2.00,3.00,39668,,,,,16,767,13,232,437,569,242,1574,499,260,237,634,1561,10,87,242,35,638,16,666,298,211,37,50,25,67,483,43,545,427,108,21,406,217,45,16,105,5,391,200,212,160,301,26163,396,1910
ne0336,ne0336,Poncela,AmorHache,1929,narrative,novela,erotic,Spain,76354919,XX1719708,male,Amor se escribe sin hache,,bimo0001041714,Enrique Jardiel Poncela,Novela casi cosmopolita,restricted,"comedy,erotic",novela,,2017-08-25,#abbyy,html,novela casi cosmopolita,heterodiegetic,male,big-city,prose,book,,Europe,,,Sylvia Brums,adult,high,lord,realistic,mixed,mixed,mixed,mixed,,contemporary,?,none,neutral,192?,medium,avantgarde,vanguardista,1901,1952,,,,49,theatre,0.2,0,True,mixed,True,True,False,True,novela erótica,,Humor,,,,novela casi cosmopolita,novela casi cosmopolita,,80454,471567,162,19,0,3773,1488,261,19063,4053,13,0,3,104,0,5,0,1746,2285,5855,604,24,32600.31,14810.54,30023.00,8600.00,4567,10568,16883,12910,3292,3490,9998,15482,6527,68,796,189,2261,397,758,214,3367,125.98,124.65,90.00,119.00,2.22,2.30,2.00,2.00,84792,,,,,71,1552,182,624,770,1013,320,3009,550,604,506,1820,2451,171,110,548,157,1184,52,1775,424,330,69,240,42,129,1081,218,824,760,307,28,680,290,152,85,173,25,625,382,321,319,676,58389,753,1920
ne0337,ne0337,Poncela,Siberia,1930,narrative,novela,sentimental,Spain,76354919,XX1719708,male,"¡Espérame en Siberia, vida mía!",1034145424574786830391,,Enrique Jardiel Poncela,,restricted,"comedy,sentimental",novela,,2017-08-25,#abbyy,html,,heterodiegetic,male,big-city,prose,book,,Europe,,,Palmera Suaretti,adult,high,lord,realistic,mixed,mixed,mixed,mixed,,contemporary,?,none,negative,192?,low,avantgarde,vanguardista,1901,1952,,,,49,theatre,0.5,0,True,mixed,True,True,False,True,,,Humor,,,,,,,101293,594852,135,15,0,5070,2036,272,27076,5420,19,0,4,86,0,7,0,2305,3034,8049,902,18,31116.68,23777.58,27058.00,33580.50,6049,13781,20579,16403,4714,4670,12904,21455,8635,110,897,319,2313,752,1020,257,4357,125.07,133.68,90.00,120.00,2.15,2.26,1.00,2.00,110516,,,,,277,1737,191,745,1086,1237,527,3858,757,742,697,2355,3164,148,128,703,215,1737,38,2128,521,390,67,202,77,180,1384,294,1152,873,333,27,964,389,189,160,198,53,673,396,348,516,872,76824,962,1930
ne0338,ne0338,Poncela,TourneeDios,1932,narrative,novela,comedy,Spain,76354919,XX1719708,male,"La ""tournée"" de Dios",,a5374213,Enrique Jardiel Poncela,Novela casi divina,restricted,"fantastic,philosophical,social,comedy",novela,,2018-02-19,#abbyy,html,novela casi divina,heterodiegetic,male,big-city,prose,book,,Europe,,,Dios,adult,high,religious,non-realistic,Europe,Spain,Madrid,Castilla,,contemporary,90,none,negative,1932,medium,avantgarde,vanguardista,1901,1952,high,,,49,theatre,0.5,0,True,Madrid,True,True,False,False,,,,,,,novela casi divina,novela casi divina,,97945,588620,288,8,71,4283,1302,616,23434,4742,63,0,5,205,0,2,0,1431,2981,6628,1759,31,8769.14,6777.83,7148.00,6930.00,5523,13308,19911,14284,3928,4610,12118,19033,7202,148,849,218,2158,1206,996,757,4020,128.97,150.15,83.00,127.00,1.96,2.22,1.00,2.00,101134,,,,,74,1600,140,584,904,1606,443,3662,890,750,571,2424,3267,191,162,613,187,1398,74,1882,421,300,53,179,67,176,1155,251,1216,599,395,31,868,796,134,94,256,49,799,317,469,430,640,69088,929,1930
ne0340,ne0340,CEspina,FlorAyer,1934,narrative,novela,historical,Spain,52483495,XX829083,female,La flor de ayer,,Mimo0002190096,Concha Espina,Novela,restricted,"realist,historical",novela,,2018-01-15,#abbyy,html,novela,heterodiegetic,female,big-city,prose,book,,Europe,,,Engracia Quintaval,?,?,?,realistic,Europe,Spain,Madrid,Castilla,últimas novelas,contemporary,?,none,neutral,,low,modernism,3-modernista,1877,1955,low,,,5,essay,0.2,0,True,Madrid,True,True,False,False,,,,,,,novela,novela,,66707,392782,34,20,0,2147,825,21,12392,2200,28,0,5,0,0,4,0,922,1322,3736,3,0,14523.46,3908.71,15460.50,5878.75,4689,11577,15782,10008,3438,5821,10318,11616,5442,37,149,54,757,220,592,71,2517,159.68,127.13,132.00,123.00,2.28,2.06,2.00,2.00,78931,,,,,122,852,94,393,731,1113,679,2073,918,389,411,2019,3614,69,159,424,228,1314,50,1142,534,462,55,126,54,95,754,83,1055,419,452,27,664,431,126,103,202,24,1014,413,414,506,462,53091,569,1930
ne0341,ne0341,CEspina,Retaguardia,1937,narrative,novela,historical,Spain,52483495,XX829083,female,Retaguardia,206709282,,Concha Espina,Novela: Imágenes de vivos y muertos,restricted,"war-novel,historical",novela,,2018-01-15,#abbyy,html,novela,heterodiegetic,female,small-city,prose,book,,Europe,últimas novelas,,Alicia Quiroga,?,?,?,realistic,Europe,Spain,Torremar,Cantabria,,contemporary,,none,neutral,1936,low,modernism,3-modernista,1877,1955,low,,,5,essay,0.2,0,True,Torremar,True,True,False,True,,novela de guerra,,,,,novela,,,36892,218459,44,0,0,1527,616,19,7534,1579,30,0,10,0,0,0,0,731,911,2289,3,0,7085.10,4112.40,5998.00,5489.25,2291,5769,8169,5353,1797,2711,5360,6522,2724,12,113,29,484,184,214,59,1370,151.84,132.35,124.00,111.00,2.27,2.39,2.00,2.00,40850,,,,,29,568,68,215,362,588,309,1121,387,180,229,1011,1696,45,105,174,105,635,11,632,264,184,37,93,42,58,389,52,588,227,201,10,376,248,91,54,93,28,450,190,212,188,249,27748,307,1930
ne0342,ne0342,CEspina,LunaRoja,1938,narrative,novela,historical,Spain,52483495,XX829083,female,Luna roja,XX2437736,,Concha Espina,Novelas de la Guerra / Novelas de la Revolución,restricted,"war-novel,historical",novela,,2018-01-15,#abbyy,html,novela de guerra,heterodiegetic,male,small-city,prose,book,,Europe,últimas novelas,,Elena Rosal,?,?,?,realistic,Europe,Spain,Oviedo,Asturias,,contemporary,,none,partial positive,1934,low,modernism,3-modernista,1877,1955,low,,,5,essay,0.2,0,True,Oviedo,True,True,False,False,,,,,,,"novela de guerra, novela de la revolución",novela de la revolución,,41854,245646,27,0,0,1705,681,84,8750,1733,15,0,2,8,0,0,0,777,1024,2529,3,0,22575.07,27322.76,10383.00,13204.00,2697,6005,8772,5817,1892,2921,5445,7212,2809,16,161,51,619,165,198,47,1248,175.19,188.66,134.00,131.00,2.66,3.20,2.00,2.00,43798,,,,,66,559,72,222,375,626,293,1123,444,235,255,1103,1861,37,70,258,127,722,24,688,277,218,24,91,32,74,478,139,492,212,175,13,359,328,74,64,113,14,501,191,232,188,305,29719,323,1930
ne0343,ne0343,CEspina,Rosa,1916,narrative,novela,sentimental,Spain,52483495,XX829083,female,La rosa de los vientos,,bimo0000835248,Concha Espina,Novela,restricted,"realist,sentimental",novela,,2018-01-15,#abbyy,html,,autodiegetic,female,small-city,prose,book,,Europe,,,Matilde,?,medium,?,realistic,Europe,Spain,Santander,Cantabria,,contemporary,,none,neutral,?,low,modernism,3-modernista,1877,1955,,,,5,essay,0.2,0,True,Santander,True,True,False,False,,,,,,,,,,87883,520447,25,2,0,2587,1197,63,18145,2614,25,0,0,0,0,1,0,1344,1390,4643,155,0,21404.80,5154.09,21581.00,6440.00,6628,14402,20197,15293,4188,6764,13298,17666,7854,31,217,110,1238,144,378,130,3037,176.05,135.80,152.00,120.00,2.85,2.58,2.00,3.00,106648,,,,,154,1629,90,639,1113,1479,800,2588,1310,591,714,2365,4694,57,334,559,99,1718,20,1670,757,911,88,151,49,93,1300,139,1191,746,586,48,909,460,149,98,300,24,1253,664,456,511,693,71589,858,1910
ne0345,ne0345,WFFlorez,RelatoInmoral,1925,narrative,novela,comedy,Spain,100256291,XX895627,male,Relato inmoral,,bimo0000861836,Wenceslao Fernández Flórez,novela,restricted,"sentimental,comedy",novela,,2017-08-25,#abbyy,html,novela,homodiegetic,male,big-city,prose,book,,Europe,novelas humorísticas,,Anselmo Varona,adult,medium,unknown,realistic,Europe,Spain,Madrid,Madrid,modernista,contemporary,365,none,negative,19??,high,avantgarde,4-modernista,1881,1964,,,,40,short-stories,0.5,0,True,Madrid,True,True,False,True,novela humorística,,,,,,"novela, novela humorística","novela, novela humorística",,43242,256838,14,0,0,1366,827,5,9857,1379,13,0,0,0,0,0,0,980,539,3010,960,0,20298.00,5346.45,19884.00,8203.00,2872,6993,9025,8729,2585,2525,5918,9150,4398,16,256,88,642,140,267,40,1846,142.66,156.86,104.00,131.75,2.59,2.75,2.00,2.00,52555,,,,,36,945,63,321,708,629,283,1962,530,311,325,1240,1768,54,70,320,77,874,20,860,368,254,32,67,23,69,686,89,599,423,127,24,678,210,72,51,138,13,464,302,221,235,378,35229,407,1920
ne0346,ne0346,WFFlorez,Ladron,1929,narrative,novela,comedy,Spain,100256291,XX895627,male,El ladrón de glándulas,,bimo0000861797,Wenceslao Fernández Flórez,Novela,restricted,comedy,novela,,2017-08-22,#abbyy,html,novela,heterodiegetic,male,small-city,prose,book,,Europe,novelas cortas,,Jaime Escobar,young,medium,player,non-realistic,Europe,France,Biarritz,Aquitania,vanguardista,contemporary,60,none,negative,19??,high,avantgarde,4-modernista,1881,1964,,,,40,short-stories,0.2,0,True,Biarritz,True,True,False,True,novela corta,,,,,,novela,,,19598,117389,9,0,0,622,390,6,4427,635,8,0,0,0,0,0,0,455,232,1430,182,0,15155.00,8591.99,13705.50,3396.25,1207,3335,4323,3742,1171,1204,2793,4146,1906,8,87,45,300,41,109,31,960,125.19,123.44,98.00,111.00,2.15,2.15,2.00,2.00,23967,,,,,11,332,48,206,250,209,120,848,215,163,114,483,898,41,53,147,32,414,22,445,184,98,14,68,32,40,309,53,280,248,186,9,247,79,59,44,61,5,274,140,74,128,160,15921,203,1920
ne0347,ne0347,WFFlorez,Silencio,1918,narrative,novela,social,Spain,100256291,XX895627,male,Silencio,,XX2451522,Wenceslao Fernández Flórez,,restricted,"naturalist,realist,social",novela,,2017-08-22,#abbyy,html,novela,heterodiegetic,male,rural,prose,book,,Europe,etapa naturalista,,Félix Millán,young,high,lord,realistic,Europe,Spain,Conjo,Galicia,naturalista,contemporary,365,none,negative,19??,high,avantgarde,4-modernista,1881,1964,,,,40,short-stories,0.2,0,True,Conjo,True,True,False,False,naturalista,,,,,,novela,novela,,19643,117151,9,0,0,669,337,3,5076,679,8,0,0,0,0,0,0,367,332,1578,282,0,15169.75,8092.96,12076.50,7212.75,1204,3282,4452,3845,1142,1077,2845,4485,1737,9,63,88,567,55,76,23,1008,119.02,95.54,89.00,100.00,2.09,1.74,2.00,2.00,24229,,,,,14,355,153,110,254,253,133,825,222,173,169,444,778,37,35,143,24,451,14,439,164,103,13,41,19,35,414,55,214,233,39,4,213,102,112,14,54,4,269,108,78,127,190,16376,222,1910
